fish0_x;fish0_y;fish0_ori;fish1_x;fish1_y;fish1_ori;time in ms
-0.359952;-0.15304099999999998;-1.4383553071795863;-0.4278449;-0.4850973;2.38419e-07;0.0
-0.359952;-0.15304099999999998;-1.4383553071795863;-0.4278449;-0.4850973;2.38419e-07;46.0
-0.360574;-0.15427399999999997;-1.422645307179586;-0.4278449;-0.4850973;2.38419e-07;94.0
-0.360592;-0.15674700000000003;-1.4226553071795855;-0.4278449;-0.4850973;2.38419e-07;143.0
-0.358771;-0.15923000000000004;-1.428275307179586;-0.4278449;-0.4850973;2.38419e-07;192.0
-0.359402;-0.1617;-1.422665307179587;-0.4278449;-0.4850973;2.38419e-07;234.0
-0.35941100000000004;-0.16293599999999997;-1.422665307179587;-0.4278449;-0.4850973;2.38419e-07;282.0
-0.357603;-0.16727400000000003;-1.3919853071795858;-0.4278449;-0.4850973;2.38419e-07;334.0
-0.358229;-0.16912500000000003;-1.4226853071795862;-0.4278449;-0.4850973;2.38419e-07;380.0
-0.356417;-0.172844;-1.4283053071795857;-0.4278449;-0.4850973;2.38419e-07;422.0
-0.356435;-0.17531599999999997;-1.4283153071795862;-0.4278449;-0.4850973;2.38419e-07;474.0
-0.35524900000000004;-0.180886;-1.3776353071795864;-0.4278449;-0.4850973;2.38419e-07;521.0
-0.354654;-0.183361;-1.385105307179586;-0.4278449;-0.4850973;2.38419e-07;568.0
-0.354059;-0.18583700000000003;-1.377645307179586;-0.4278449;-0.4850973;2.38419e-07;610.0
-0.352256;-0.190791;-1.3116153071795864;-0.4278449;-0.4850973;2.38419e-07;660.0
-0.351657;-0.19264799999999999;-1.3562453071795861;-0.4278449;-0.4850973;2.38419e-07;708.0
-0.34986300000000004;-0.19883800000000001;-1.2759153071795861;-0.4278449;-0.4850973;2.38419e-07;753.0
-0.34865500000000005;-0.201316;-1.348085307179586;-0.4278449;-0.4850973;2.38419e-07;796.0
-0.348673;-0.20378799999999997;-1.3480953071795865;-0.4278449;-0.4850973;2.38419e-07;846.0
-0.34687999999999997;-0.209976;-1.2646853071795858;-0.4278449;-0.4850973;2.38419e-07;896.0
-0.345672;-0.21245399999999998;-1.3393153071795867;-0.4278449;-0.4850973;2.38419e-07;946.0
-0.344487;-0.21802100000000002;-1.3016253071795862;-0.4278449;-0.4850973;2.38419e-07;986.0
-0.342667;-0.22050199999999998;-1.241055307179586;-0.4278449;-0.4850973;2.38419e-07;1038.0
-0.34207200000000004;-0.222976;-1.2286853071795862;-0.4278449;-0.4850973;2.38419e-07;1082.0
-0.340275;-0.22854600000000003;-1.252645307179586;-0.4278449;-0.4850973;2.38419e-07;1126.0
-0.33906800000000004;-0.23102299999999998;-1.252645307179586;-0.4278449;-0.4850973;2.38419e-07;1176.0
-0.337271;-0.23659199999999997;-1.3016953071795863;-0.4278449;-0.4850973;2.38419e-07;1226.0
-0.336063;-0.23906899999999998;-1.3016953071795863;-0.4278449;-0.4850973;2.38419e-07;1270.0
-0.334266;-0.244637;-1.179305307179586;-0.4278449;-0.4850973;2.38419e-07;1319.0
-0.333676;-0.247728;-1.228785307179586;-0.4278449;-0.4850973;2.38419e-07;1362.0
-0.331852;-0.249591;-1.252715307179587;-0.4278449;-0.4850973;2.38419e-07;1414.0
-0.329438;-0.254544;-1.1793453071795863;-0.4278449;-0.4850973;2.38419e-07;1458.0
-0.327619;-0.25702400000000003;-1.1937053071795862;-0.4278449;-0.4850973;2.38419e-07;1502.0
-0.327646;-0.260728;-1.1937153071795867;-0.4278449;-0.4850973;2.38419e-07;1548.0
-0.32522799999999996;-0.26506399999999997;-1.228855307179586;-0.4278449;-0.4850973;2.38419e-07;1598.0
-0.323404;-0.266926;-1.1793953071795862;-0.4278449;-0.4850973;2.38419e-07;1644.0
-0.32161300000000004;-0.273109;-1.1937653071795866;-0.4278449;-0.4850973;2.38419e-07;1696.0
-0.320406;-0.27558499999999997;-1.1937853071795859;-0.4278449;-0.4850973;2.38419e-07;1734.0
-0.318596;-0.27929899999999996;-1.1103353071795858;-0.4278449;-0.4850973;2.38419e-07;1786.0
-0.316777;-0.281779;-1.193805307179586;-0.4278449;-0.4850973;2.38419e-07;1832.0
-0.315566;-0.28363700000000003;-1.1279653071795863;-0.4278449;-0.4850973;2.38419e-07;1878.0
-0.313158;-0.28920500000000005;-1.0930953071795857;-0.4278449;-0.4850973;2.38419e-07;1924.0
-0.31194299999999997;-0.290447;-1.0931053071795862;-0.4278449;-0.4850973;2.38419e-07;1976.0
-0.310732;-0.292305;-1.0594553071795856;-0.4278449;-0.4850973;2.38419e-07;2020.0
-0.308305;-0.295404;-1.027065307179586;-0.4278449;-0.4850973;2.38419e-07;2066.0
-0.307094;-0.29726299999999994;-0.9535153071795861;-0.4278449;-0.4850973;2.38419e-07;2110.0
-0.305869;-0.297269;-0.788445307179586;-0.4278449;-0.4850973;2.38419e-07;2159.0
-0.305257;-0.297273;-0.7614853071795862;-0.4278449;-0.4850973;2.38419e-07;2208.0
-0.30342;-0.297284;-0.6237853071795865;-0.4278449;-0.4850973;2.38419e-07;2256.0
-0.303415;-0.296667;-0.6020453071795862;-0.4278449;-0.4850973;2.38419e-07;2298.0
-0.303415;-0.296666;-0.5005453071795865;-0.4278449;-0.4850973;2.38419e-07;2348.0
-0.30280300000000004;-0.29667;-0.372085307179586;-0.4278449;-0.4850973;2.38419e-07;2394.0
