fish0_x;fish0_y;fish0_ori;fish1_x;fish1_y;fish1_ori
0.18159235000610352;0.38543651580810545;3.446025848388672;-0.33130916595458987;-0.3416693115234375;2.291633367538452
0.17586820602416992;0.38363807678222656;3.446025848388672;-0.3339491271972656;-0.3386642837524414;2.291633367538452
0.16632802963256835;0.3806404876708984;3.446025848388672;-0.3365890884399414;-0.3356592559814453;2.291633367538452
0.15678784370422363;0.37764289855957034;3.446025848388672;-0.3392290496826172;-0.3326542282104492;2.291633367538452
0.14724766731262207;0.3746453094482422;3.446025848388672;-0.341869010925293;-0.3296492004394531;2.291633367538452
0.1377074909210205;0.37164772033691407;3.446025848388672;-0.3445089721679688;-0.326644172668457;2.291633367538452
0.12816731452941896;0.36865013122558593;3.446025848388672;-0.3471489334106445;-0.32363914489746093;2.291633367538452
0.11862713813781739;0.3656525421142578;3.446025848388672;-0.3497888946533203;-0.32063411712646483;2.291633367538452
0.10908696174621582;0.3626549530029297;3.446025848388672;-0.3524288558959961;-0.31762908935546874;2.291633367538452
0.0992116641998291;0.36422908782958985;2.983513593673706;-0.3550688171386719;-0.31462406158447265;2.291633367538452
0.09065491676330567;0.3670187759399414;2.8264338970184326;-0.3577087783813477;-0.31161903381347655;2.291633367538452
0.08065521240234375;0.3669415283203125;3.149319887161255;-0.3603487396240234;-0.30861400604248046;2.291633367538452
0.0717553997039795;0.3682806777954102;2.9922401905059814;-0.3629887008666992;-0.30560897827148437;2.291633367538452
0.06317466735839844;0.3709955978393555;2.835160493850708;-0.365628662109375;-0.3026039505004883;2.291633367538452
0.05317601203918457;0.37083099365234373;3.1580464839935303;-0.3682686233520508;-0.2995989227294922;2.291633367538452
0.04426485538482666;0.37209251403808596;3.000966787338257;-0.3709085845947266;-0.2965938949584961;2.291633367538452
0.03535119771957398;0.3708489227294922;3.280219554901123;-0.3735485458374023;-0.2935888671875;2.291633367538452
0.03335153341293335;0.3708857345581055;3.1231398582458496;-0.3761885070800781;-0.2905838394165039;2.291633367538452
0.029413001537323;0.37158420562744143;2.966060161590576;-0.3788284683227539;-0.2875788116455078;2.291633367538452
0.020461373329162598;0.3706524658203125;3.2453129291534424;-0.3814684295654297;-0.2845737838745117;2.291633367538452
0.0114741849899292;0.3711325454711914;3.088233232498169;-0.3841083908081055;-0.2815687561035156;2.291633367538452
0.0027028363943099975;0.3691166687011719;3.367486000061035;-0.38674835205078123;-0.2785637283325195;2.291633367538452
-0.008962796926498413;0.37192962646484373;2.9049737453460693;-0.389388313293457;-0.27555870056152343;2.291633367538452
-0.018925610780715942;0.37106807708740236;3.2278597354888916;-0.3920282745361328;-0.27255367279052733;2.291633367538452
-0.027903058528900147;0.37170494079589844;3.070780038833618;-0.3946682357788086;-0.26954864501953124;2.291633367538452
-0.03670825004577637;0.36984260559082033;3.3500328063964844;-0.3973081970214844;-0.26654361724853515;2.291633367538452
-0.04850949287414551;0.3676676559448242;3.323852777481079;-0.39994815826416014;-0.26353858947753905;2.291633367538452
-0.05750664710998535;0.3674410629272461;3.1667730808258057;-0.40258811950683593;-0.26053356170654296;2.291633367538452
-0.06609279155731201;0.3647433090209961;3.446025848388672;-0.4052280807495117;-0.25752853393554687;2.291633367538452
-0.0776312255859375;0.3614472198486328;3.4198458194732666;-0.40654815673828126;-0.2560260200500488;2.291633367538452
-0.08925198554992676;0.3584542083740234;3.3936657905578613;-0.4078682327270508;-0.2545235061645508;2.291633367538452
-0.09932254791259766;0.35192859649658204;3.7165517807006836;-0.4091883087158203;-0.2530209922790527;2.291633367538452
-0.10997489929199218;0.34918506622314455;3.3936657905578613;-0.41050838470458983;-0.2515184783935547;2.291633367538452
-0.12004546165466308;0.3426594543457031;3.7165517807006836;-0.4118284606933594;-0.25001596450805663;2.291633367538452
-0.12585586547851563;0.34116294860839846;3.3936657905578613;-0.4131485366821289;-0.24851345062255858;2.291633367538452
-0.13592642784118653;0.334637336730957;3.7165517807006836;-0.41446861267089846;-0.24701093673706054;2.291633367538452
-0.14173683166503906;0.3331408309936523;3.3936657905578613;-0.41578868865966795;-0.2455084228515625;2.291633367538452
-0.14341525077819825;0.33205326080322267;3.7165517807006836;-0.4171087646484375;-0.24400590896606444;2.291633367538452
-0.14735611915588379;0.3275290298461914;3.99580454826355;-0.41842884063720703;-0.2425033950805664;2.291633367538452
-0.151989688873291;0.32371719360351564;3.829998254776001;-0.4197489166259766;-0.24100088119506835;2.291633367538452
-0.16319694519042968;0.3194279670715332;3.5071122646331787;-0.4210689926147461;-0.2394983673095703;2.291633367538452
-0.17246408462524415;0.3118042755126953;3.829998254776001;-0.4223890686035156;-0.23799585342407226;2.291633367538452
-0.17806768417358398;0.30965965270996093;3.5071122646331787;-0.42370914459228515;-0.2364933395385742;2.291633367538452
-0.18733482360839843;0.30203598022460937;3.829998254776001;-0.4250292205810547;-0.23499082565307616;2.291633367538452
-0.1929384231567383;0.299891357421875;3.5071122646331787;-0.42634929656982423;-0.23348831176757812;2.291633367538452
